Translation Key,Translated Value
st_drug_booster,Геркулес
st_wpn_mp7_descr_new,Пистолет-пулемёт Heckler & Koch HK MP7, разработанный в конце 1990-х годов немецкой фирмой Heckler & Koch, по принятой на западе классификации относится к персональному оружию самообороны (Personal Defence Weapon, PDW) и предназначен для вооружения военнослужащих, которым по штату не положены полноценный автомат: экипажам боевой техники, расчётам орудий и т.п., для вооружения которых раньше использовались либо пистолеты, либо пистолеты-пулеметы под пистолетные патроны. Однако массовое использование средств индивидуальной защиты резко ограничило эффективность оружия под стандартный пистолетный патрон.\nВыпуск MP7 был начат в 2001 году, и он стал поступать на вооружение некоторых немецких спецподразделений, а с 2006 года он принят на вооружение всех Вооружённых сил Германии. С 2005 года данный пистолет-пулемёт состоит на вооружении военной полиции Великобритании. Кроме того, он конкурирует с FN P90 за место в системе стандартных вооружений блока НАТО.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[d_green] глушитель: %c[d_orange]глушитель под калибр 9 мм\n %c[d_purple] • %c[d_green] прицелы: %c[0,250,250,0]Нектоторые прицелы для планки %c[d_cyan]"пикатини"\n \n
st_ball_hammer,Шариковый молоток
st_af_frames_up_name,Алюминиевый элемент каркаса
st_gas_tube_3,Газовая трубка [В] (Газовая трубка)
dolg_scout_outfit_description,Старая модель комбинезона «Долга», разработанная параллельно с ПС5-М «Универсальная защита». Предназначалась для защиты разведчиков «Долга» в первые годы существования группировки. В настоящее время неисследованными остались лишь слишком заражённые территории Зоны, представляющие огромную опасность для бойцов, использующих ПС5-Р. На данный момент комбинезоны ПС5-Р «Разведчик» выдаются лишь новичкам и только в чрезвычайных ситуациях.\n \n
st_wpn_eft_rsh12_descr,Мощный револьвер РШ-12 (Револьвер Штурмовой 12), производства КБП, предназначен для использования спецподразделениями. Несмотря на мощный калибр 12,7х55 мм, у РШ-12 отдача меньше, чем у многих других крупнокалиберных револьверов и пистолетов, так как выстрел производится из нижней каморы барабана.\n \n
st_wpn_akms_bas_descr,Вариант АКМ со складным прикладом. Система крепления приклада была изменена относительно АКС (складывался вниз-вперед под ствольную коробку). Модификация разработана специально для десантников.\n \n %c[0,255,255,255]ПРОИЗВОДСТВО:\n %c[d_cyan] • %c[0,255,255,255]Страна: %c[ui_gray_1]СССР\n %c[d_cyan] • %c[0,255,255,255]Производство: %c[ui_gray_1]Mikhail Kalashnikov\n %c[d_cyan] • %c[0,255,255,255]Год: %c[ui_gray_1]1959\n
st_af_electra_flash_name,«Вспышка»
st_wpn_pm_custom,Заказной ПМ
st_army_bowler,Армейский котелок
st_data_export_post_heal_arm,Полностью руки
st_ecologist_outfit_blue_description,Высококачественный модифицированный комбинезон ССП-99М, в котором была улучшена защита от пуль и осколков, предназначенный для экипировки охраны научных экспедиций. Модель «Сапфир» даёт превосходную защиту от пси-воздействия, обеспечивает среднюю защиту от воздействия радиации и биологических аномалий, а также может похвастаться повышенной стойкостью к агрессивной токсичной среде и прочим угрозам целостности комбинезона.\n \n
st_prt_w_p_barrel_6,Закрытый ствол 9x18 мм (Ствол)
nomad_outfit_description,Будучи сшитым в Зоне местным мастером, этот высококачественный комбинезон достаточно лёгок и комфортен при ношении - и это несмотря на более высокую защищённость по сравнению с другими сталкерскими комбинезонами. Тот, кто собирал его, определённо был хорошо знаком с условиями Зоны и, похоже, вложил в свою работу гордость и любовь - что-то, что скорее всего не было применительно к предыдущему владельцу комбинезона. В любом случае, качество «Кочевника» полностью соответствует его цене.\n \n
hybrid_outfit_description,Своеобразный «гадкий утёнок», созданный одним из киевских оборонных НИИ с целью обеспечения охраны представителей науки в Зоне. Судя по всему, костюм был создан с довольно ограниченным бюджетом, так как броневые элементы, вшитые в экипировку, одновременно делают её уязвимой к аномальным воздействиям и обеспечивают при этом куда меньшую защиту против вооружённого противника по сравнению с жилетом с бериллиевым покрытием. И хотя ни один из подобных бронекостюмов не был официально заказан украинским правительством, некоторые из них сомнительными путями всё-таки попали в Зону.\nЯвляется популярным выбором среди сталкеров, которые хотят достойной защиты, но не в силах найти чего-то лучшего.\n \n
st_prt_o_ballistic_4,Пластины из кевлара «К129» с композитом из углеродного волокна
st_prt_i_fasteners,Крепёжные детали
st_headlamp,Старая лампа фонарика
st_wpn_l85a2,L85A2
st_wpn_sks_b,СКС-45
l02_garbage,Свалка
st_wpn_thompson_1921,Автомат Томпсона 1921
st_tarpaulin,Камуфляжный брезент
st_af_plates_up_name,Улучшенные стальные бронепластины
st_wpn_svds_pmc_descr,Самозарядная снайперская винтовка Драгунова СВДС разработана на базе проверенной временем винтовки СВД для вооружения снайперов воздушно-десантных войск и специальных подразделений, нуждающихся в более компактном снайперском оружии. Благодаря использованию надежной автоматики винтовка сочетает в себе хорошую точность и кучность стрельбы и высокую практическую скорострельность, позволяющую поражать одну цель несколькими последовательными выстрелами или же быстро поражать несколько целей. В ЧЗО похожими моделями обычно пользуются наёмники, украинский спецназ, различные ЧВК и другие силовые структуры для проведения специальных операций.\n\n %c[0,255,255,255]ПРОИЗВОДСТВО:\n %c[d_cyan] • %c[0,255,255,255]Страна: %c[ui_gray_1]Россия\n %c[d_cyan] • %c[0,255,255,255]Производство: %c[ui_gray_1]Kalashnikov Concern\n %c[d_cyan] • %c[0,255,255,255]Год: %c[ui_gray_1]1978\n \n %c[0,255,255,255]ВСТРОЕННОЕ ОБОРУДОВАНИЕ:\n %c[d_blue] • %c[0,255,255,255]Лазерный указатель\n
st_af_ah_o1,Аномальный образец "Магнит"
st_af_ah_g2,Аномальный образец "Лёгкое"
st_wpn_k98_mod,Mauser 98k "Лесник"
mutant_fang_psevdodog,Клык псевдособаки
st_wpn_hpsa,Browning Hi-Power
st_data_export_stash_type,Тип схрона
military_exolight_outfit_name,Тяжёлый армейский бронекостюм
jupiter_underground,Путепровод «Припять-1»
st_prt_o_retardant_1,Многослойные огнестойкие ткани
st_tomato_descr,Консервированные, нарезанные кубиками помидоры, ввозимые на территорию Зоны на регулярной основе. Судя по сроку годности на дне банки - всё ещё свежие.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] пища\n
st_wpn_ar15_freedom_descr,Глубоко модернизированная винтовка AR15, обычно состоящая на вооружении ветеранов "Свободы". Установленный на оружие боди-кит позволяет уверенно чувствовать себя на любом стрельбище, но в то же время оружие отличается высокой ценой из-за использования в комплекте очень дорогих компонентов.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ (ИНТЕГРИРОВАНО): \n %c[d_blue] • %c[0,255,255,255]Прицелы: Все для пикатинни/вивер (кроме прицелов Red Dot с низким креплением: Trijicon RMR, Leupold DeltaPoint PRO, Aimpoint T1 (с низким креплением), Docter Sight и 1P76 Rakurs (picatinny).\n %c[d_blue] • %c[0,255,255,255]Установленные модификации: B.E. MEYERS MAWL-C1 тактический зеленый лазерный прицельный модуль и Here Arms цевье (помогает контролировать отдачу) и ложе.\n %c[d_blue] • %c[0,255,255,255]Глушитель: Surefire SOCOM556-MONSTER\n
st_prt_o_retardant_14,Полибензимидазол содержащая ткань с обработкой полиэстером
#3,#3
BR,BR
st_grenade_f1_descr,Ручная противопехотная оборонительная граната. Предназначена для поражения живой силы в оборонительном бою. Из-за значительного радиуса разлёта осколков метать её можно только из-за укрытия.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_blue] • %c[ui_gray_2] взрывная сила: %c[ui_gray_1]высокая\n %c[d_blue] • %c[ui_gray_2] радиус взрыва: %c[ui_gray_1]4.2 м\n %c[d_blue] • %c[ui_gray_2] радиус поражения осколками: %c[ui_gray_1]48 м\n %c[d_blue] • %c[ui_gray_2] количество осколков: %c[ui_gray_1]380 (мелкая шрапнель)\n %c[d_blue] • %c[ui_gray_2] задержка взрыва: %c[ui_gray_1]~4 секунды\n
ammo-9x18-pmm_descr,Патрон с пулей повышенного останавливающего действия 7Н16. Малоэффективен против бронежилетов.\n \n%c[d_purple] • %c[ui_gray_2] Пробивает броню класса: %c[ui_gray_1]нет пробития (10) \n%c[d_purple] • %c[ui_gray_2] Номинальная тормозная способность: %c[ui_gray_1] 33
st_kukri,Кукри
ammo-7.62x54-7n1_descr,Снайперский патрон калибра 7,62x54 мм с комбинированным свинцово-стальным сердечником, специально разработанный для СВД. В отличие от пулемётного патрона, 7Н1 обеспечивает хорошую кучность и превосходные пробивные способности.\n \n%c[d_purple] • %c[ui_gray_2] Пробивает броню класса: %c[ui_gray_1]BR3 (30) \n%c[d_purple] • %c[ui_gray_2] Номинальная тормозная способность: %c[ui_gray_1]74
ui_inv_outfit_wound_protection,Защ. от разрыва
ui_inv_reli,Надёжность
st_af_cell_name,"Клетка"
st_cocaine_descr,Небольшой алюминиевый кейс, содержащий дозы кокаина и инструменты для его инъекций. Кокаин является мощным стимулятором нервной системы. Его действие длится от 15-30 минут до часа, в зависимости от места введения инъекции. Кокаин повышает бдительность, чувство благополучия и эйфории, повышает энергию и длительную активность, ощущение компетентности и сексуальности. Физическая сила может быть увеличена на спортивных состязаниях, где требуются длительное внимание и выносливость. Беспокойство, паранойя и неугомонность также являются частыми симптомами его применения. При чрезмерной дозировке наблюдаются сотрясения, конвульсии и увеличенная температура тела. Бандиты часто нюхают этот препарат непосредственно перед штурмом баз и лагерей.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] очень мощный стимулятор\n %c[d_green] • %c[ui_gray_2] устраняет очень сильное головокружение\n %c[d_green] • %c[pda_white] временно лечит %c[pda_white]Г%c[d_orange]••• %c[pda_white]T%c[d_orange]•••\n
st_wpn_pb_descr,Принятый на вооружение в 1967 году, пистолет бесшумный ПБ (индекс ГРАУ 6П9) был разработан на базе пистолета Макарова для вооружения армейских разведывательных групп, а также персонала КГБ СССР. Пистолет использует интегральный глушитель, который уменьшает скорость пули до дозвуковой.\n \n %c[0,255,255,255]ПРОИЗВОДСТВО:\n %c[d_cyan] • %c[0,255,255,255]Страна: %c[ui_gray_1]Бельгия\n %c[d_cyan] • %c[0,255,255,255]Производство: %c[ui_gray_1]FN Herstal\n %c[d_cyan] • %c[0,255,255,255]Год: %c[ui_gray_1]1967\n \n %c[0,255,255,255]ВСТРОЕННОЕ ОБОРУДОВАНИЕ:\n %c[d_blue] • %c[0,255,255,255]Глушитель\n
isg_exo_outfit_description,Официальная версия экзоскелета Интернациональной Исследовательской Группы, которая и выступила заказчиком ограниченной партии, поставленной из США. Несмотря на наличие недостатков, присущих другим экзоскелетам, представленный бронекостюм всё равно является несравненной заменой лёгкой разведывательной техники, которая скорее всего испытала бы трудности при навигации в суровых условиях Зоны.\n \n
stalker_proto_exo_outfit_name,Комбинезон «Заря» с протоэкзоскелетом
st_af_fuzz_kolobok_name,«Колобок»
ui_inv_damage,Урон
st_af_peas_name,"Луна"
st_roubles,Рубли
st_rank_ssu,ССУ
st_wpn_raptr_descr,Автоматический дробовик с магазинном, родившийся в Зоне и адаптированный под особые нужды этой опасной части мира. Сталкеры часто называют RAPTR «Убийцей кровососов». Действительно, высокая скорострельность, большой магазин и непревзойденная эргономика делают его идеальным оружием для поражения быстро движущихся и невидимых целей, которыми являются кровососы. Считавшийся в основном модным оружием для фанатов огнестрельного оружия в последние несколько лет, популярность RAPTR среди сталкеров начала расти во время недавнего расцвета гнезд кровососов. Теперь он считается одним из лучших ружей 12x70 в Зоне.\n\n %c[0,255,255,255]ПРОИЗВОДСТВО:\n %c[d_cyan] • %c[0,255,255,255]Страна: %c[ui_gray_1]Украина\n %c[d_cyan] • %c[0,255,255,255]Производитель: %c[ui_gray_1]Неизвестно\n %c[d_cyan] • %c[0,255,255,255]Разработан: %c[ui_gray_1]Неизвестно\n %c[0,255,255,255]НАВЕСНОЕ ОБОРУДОВАНИЕ (ИНТЕГРИРОВАНО):\n %c[d_blue] • %c[0,255,255,255]Дульный тормоз\n %c[d_blue] • %c[0,255,255,255]Компенсатор\n %c[d_blue] • %c[0,255,255,255]Увеличенный магазин\n
st_yadylin,Йадулин
st_barrel_7,Ствол [А|В] 7.62мм
merc_wolven_outfit_name,Бронежилет наёмников «Гиена»
monolith_exo_outfit_description,Высокотехнологичная броня, сконструированная на основе армейского экзоскелета. В составе композитных материалов, из которых выполнены сервоприводы, были обнаружены ранее никому неизвестные элементы и сплавы. Вдобавок к технологически продвинутым сервоприводам имеется тяжёлый бронекостюм, состоящий из трёх частей: экзошлем, тактический бронежилет и защитный костюм из баллистической ткани и материалов. Удобность ношения этого бронекостюма можно сопоставить разве что с тем, как если быть погребённым под самим Саркофагом. Те же, кому удавалось захватить трофейный бронекостюм, жаловались на ужасную клаустрофобию, что, впрочем, не является проблемой для настоящего слуги Монолита.\n \n
mutant_heart_bloodsucker,Сердце кровососа
st_wpn_ak74u_n1,АКС-74У
st_wpn_vintorez_m2,ВСС Винторез "Мерк"
st_wpn_kiparis,ОЦ-02 «Кипарис»
st_meat_bloodsucker_descr,Небольшая горячая порция гуляша из мяса кровососа, приправленная перцем «Чили» с добавлением грибов.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n
st_device_torch_nv_1_name,Налобный фонарик с 1ПН93-1
st_detector4,Прототип детектора «Сварог» (Уровень 4)
st_glucose,Большая инъекция глюкозы
st_af_ice_name,«Снежинка»
st_grenade_rgd5_descr,Советская наступательная ручная граната, относится к противопехотным осколочным ручным гранатам дистанционного действия наступательного типа. Это означает, что она предназначена для поражения личного состава противника осколками корпуса при своем взрыве.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_blue] • %c[ui_gray_2] взрывная сила: %c[ui_gray_1]средняя\n %c[d_blue] • %c[ui_gray_2] радиус взрыва: %c[ui_gray_1]3,2 м\n %c[d_blue] • %c[ui_gray_2] радиус поражения осколками: %c[ui_gray_1]43 м\n %c[d_blue] • %c[ui_gray_2] количество осколков: %c[ui_gray_1]240 (мелкая шрапнель)\n %c[d_blue] • %c[ui_gray_2] задержка взрыва: %c[ui_gray_1]~4 секунды\n
ammo-5.45x39-fmj_descr,Армейский патрон 7Н6 калибра 5,45x39 мм с обыкновенной пулей (ПС) со стальным сердечником, предназначенный для поражения живых целей, расположенных открыто или за преградами, пробиваемыми пулей, огневых средств и небронированной техники. Обеспечивает лучшую точность по сравнению с калибром 7,62 мм благодаря пониженной отдаче, а также увеличению эффективности ведения огня на 100 метров.\n \n%c[d_purple] • %c[ui_gray_2] Пробивает броню класса: %c[ui_gray_1]BR2 (25) \n%c[d_purple] • %c[ui_gray_2] Номинальная тормозная способность: %c[ui_gray_1]36
st_af_blood_name,«Кровь камня»
ui_inv_outfit_strike_protection,Гашение удара
st_wpn_ak12_mono_kit,АК12 2012 "Монолит" 2.0
st_wpn_scar_siber_m2,FN SCAR-H "Эксперт"
st_wpn_desert_eagle_nimble,Desert Eagle «Степной орёл»
st_af_tapeworm_descr,Этот артефакт представляет собой чистый диоксид кремния, скрученный в необычную форму и цвет гравитационными аномалиями. В остальном он ничем не примечателен, за исключением одного факта. При активации он посылает сильный электрический удар в сторону любого живого существа, которое нападает на пользователя при прямом контакте, эффективно оглушая его на короткий промежуток времени. И как и многие вещи в Зоне, артефакт не различает того, кто именно ранил вас, включая вас самих Очень ценится сталкерами, охотящимися на мутантов.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер
monolith_exolight_outfit_description,Тяжёлый бронекостюм «Монолита», по сути, являющимся поддоспешником экзоскелета. По защитным параметрам схож с оными полноценного экзоскелета, однако отсутствие сервоприводов и аккумулятора не предоставляет увеличения силы. С другой стороны, он более дешёв в обслуживании и не препятствует возможности бега в нём. Довольно популярен среди проповедников и тактиков «Монолита», которые верят в него столь же сильно, как и в неприступность Саркофага.\n \n
st_bolt_10,Вращающаяся личинка [8 упоров][А](Затвор)
st_bolt_2,Поворотная личинка [2 упора][П](Затвор)
army_outfit_description,Стандартный комплект снаряжения солдата в Зоне, а также гордость бюрократической машины, из-за действий которой тендер на разработку лучшего снаряжения для военнослужащих в Зоне отошёл к самому дешёвому предложению. Бронежилет более-менее защищает от укусов и ударов слабых мутантов. В целом, он чуть-чуть лучше кожаных курток, которые носят сталкеры-новички, что говорит о многом.\n \n
st_data_export_disassemble_amount,Количество
st_armor_repair_fa,Набор экстренного ремонта брони
st_af_ah_e1,Аномальный образец "Сувенир"
st_wpn_ak5c_bas_5c_tik_descr,Ak5 (Automatkarbin 5 — автоматический карабин 5) или CGA5 (Carl Gustav Automatic carbine 5 — автоматический карабин компании BOFORS Carl Gustaf AB) — шведский автомат, разработанный компанией BOFORS на основе FN FNC. В настоящее время это оружие используется шведской армией и полицией, а также в полиции Норвегии, и в армии Венесуэлы. Ak5C — вариант с демонтированным открытым прицельным приспособлением, вместо которого установлена планка Пикатинни для установки различных прицелов. А также с регулируемым по длине складным прикладом, новым цевьём и пламегасителем. Оснащён кнопкой затворной задержки.\n \n %c[0,255,255,255]ПРОИЗВОДСТВО:\n %c[d_cyan] • %c[0,255,255,255]Страна: %c[ui_gray_1]Швеция\n %c[d_cyan] • %c[0,255,255,255]Производство: %c[ui_gray_1]Carl Gustafs Stads Gevarsfaktori\n %c[d_cyan] • %c[0,255,255,255]Год: %c[ui_gray_1]1986\n \n %c[0,255,255,255]ВСТРОЕННОЕ ОБОРУДОВАНИЕ:\n %c[d_blue] • %c[0,255,255,255]Оптический прицел\n %c[d_blue] • %c[0,255,255,255]Лазерный указатель\n %c[d_blue] • %c[0,255,255,255]Рукоятка\n %c[d_blue] • %c[0,255,255,255]Расширенный магазин\n
st_recipe_drug_4,Рецепты лекарства #4
st_wpn_pl15,Пистолет Лебедева ПЛ-15
st_wpn_scar_siber_black_descr,FN SCAR (Special Operations Forces Combat Assault Rifle - боевая штурмовая винтовка для сил специальных операций) - оружейная система, разработанная американским подразделением бельгийской компании FN Herstal для участия в конкурсе на создание нового автомата для бойцов US SOCOM в 2004 году. В декабре 2004 года данная система была объявлена победителем конкурса, и в настоящий момент винтовки поступают на вооружение рейнджеров США. Семейство винтовок состоит из двух типов: SCAR-H и SCAR-L. Винтовка SCAR-H (Heavy) заточена под ведение огня калибром 7.62x51 мм НАТО.\n \n %c[0,255,255,255]ПРОИЗВОДСТВО:\n %c[d_cyan] • %c[0,255,255,255]Страна: %c[ui_gray_1]Бельгия\n %c[d_cyan] • %c[0,255,255,255]Производство: %c[ui_gray_1]FN Herstal, FN America\n %c[d_cyan] • %c[0,255,255,255]Год: %c[ui_gray_1]2004\n
st_bolt_carrier_5,Продольно-скользящий полусвободный затвор (Продольно-скользящий затвор)
st_wpn_svds,СВДС
ui_inv_outfit_explosion_protection,Защ. от взрыва
mutant_krovosos_meat_description,Мясо кровососа весьма вязкое и тягучее, поэтому непригодно для еды. Хоть кровососы и являются смертельными чудовищами, цена на их мясо не особо высока из-за ограниченного применения. Может заинтересовать учёных. Из куска мяса при нехитрых манипуляциях можно добыть немного животного жира, пригодного для смазки оружия.\n \n %c[d_red]ВНИМАНИЕ:\n \n%c[default]Сталкерам рекомендуется воздержаться от употребления такого рода мяса животных и мутантов в Зоне в сыром виде, так как оно наверняка заражено трихинеллёзом или бруцеллёзом. Эти заболевания передаются при употреблении заражённого мяса. Симптомы включают в себя лихорадку, усталость и потерю аппетита, что в суровых условиях Зоны весьма опасно. Абсцессы и странные опухоли на мясе дают понять, что оно заражено и следует его выбросить.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] мясо мутанта «высокого происхождения»\n %c[d_cyan] • %c[ui_gray_2] возможно приготовить\n %c[d_red] • %c[ui_gray_2] ядовитая пища\n
st_wpn_sr25_descr,SR-25 - самозарядная снайперская винтовка, разработанная Юджином Стоунером в 1990-е годы на основе конструкции винтовки AR-15. Свыше 60% деталей в конструкции винтовки взаимозаменяемы с AR-15. SR-25 имеет газоотводную автоматику. Ствольная коробка сделана из алюминиевого сплава - из двух частей, которые соединены между собой поперечными штифтами. Ударно-спусковой механизм даёт возможность вести огонь одиночными выстрелами. Винтовка SR-25 оказалась довольно удачной, она обеспечивала высокую точность стрельбы и потому стала популярной как среди гражданских стрелков в США, так и среди полицейских снайперов. В девяностых годах вариант этой винтовки в комплекте с оптическим прицелом и быстросъемным глушителем этой же фирмы был принят на вооружение Сил Специальных Операций ВМФ США под обозначением Mark 11 Model 0 (Mk.11 Mod.0) Sniper Rifle.\n\n %c[0,255,255,255]ПРОИЗВОДСТВО:\n %c[d_cyan] • %c[0,255,255,255]Страна: %c[ui_gray_1]США\n %c[d_cyan] • %c[0,255,255,255]Производитель: %c[ui_gray_1]Knight's Armament Company\n %c[d_cyan] • %c[0,255,255,255]Разработан: %c[ui_gray_1]1990\n
st_af_mincer_meat_name,«Ломоть мяса»
st_wpn_ak12_m1,АК-12 (обр. 2016 г.)
st_data_export_light_attack_power,Сила легкой атаки
st_af_night_star_descr,Светящийся артефакт, способный генерировать вокруг себя гравитационное поле. Широко используется сталкерами вместе с артефактом «Грави» для лучшей грузоподъёмности. А так как он весьма дешёвый, то даже сталкеры с ограниченным бюджетом могут позволить себе перекупить этот артефакт.\nБлагодаря своему красивому внутреннему ядру весьма ценится ювелирами по всему миру, однако следует соблюдать осторожность при обработке: неправильная полировка артефакта может привести к взрыву, способному разрушить небольшое здание. Поэтому для минимизации вероятности взрыва полировку рекомендуется осуществлять при помощи специализированного автоматизированного оборудования. Радиацию излучает лишь внешнее ядро артефакта.\n \nИз практических достоинств артефакта следует отметить его возможность поглощать токсины, защищая таким образом своего обладателя, что делает «Ночную звезду» довольно ценной среди охотников за химическими артефактами.\nОднако не стоит забывать, что под воздействием высоких температур артефакт легко нагревается вплоть до вероятности самовоспламенения. \n
