Translation Key,Translated Value
st_wpn_aps_bas_descr,The Stechkin APS is a Russian selective fire machine pistol, bearing the name of its designer Igor Stechkin. Originally chambered for 7.62x25mm Tokarev, the pistol was changed to use 9x18mm as it became clear that this cartridge was set to become the new service ammunition for handguns in the Soviet Army. In 1951, the Stechkin was introduced into the Soviet military arsenal, replacing the aging TT-33.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Soviet Union\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Tula Arms Plant\n
st_wpn_bizon,PP-19 Bizon
st_wpn_k98_mod,Mauser 98k Forester mk.1
mutant_fang_psevdodog,Pseudodog Fang
st_wpn_hpsa,Browning Hi-Power
st_data_export_stash_type,Stash Type
st_cigarettes_russian_descr,Locally produced, these unbranded Russian cigarettes are widely available and affordable. While lacking the prestige of imported brands, they deliver the necessary nicotine fix for weary stalkers.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Stimulant\n %c[d_green] • %c[pda_white] Alcohol Sobering Effect\n
st_adrenalin_descr,Epinephrine (also known as adrenalin) is a hormone and a neurotransmitter. Epinephrine has many functions in the body, instantly regulating heart rate, blood vessel and air passage diameters, and metabolic shifts. Epinephrine release is a crucial component of the fight-or-flight response of the sympathetic nervous system. The effects lead to increased blood glucose and fatty acids, providing substrates for instant energy production within cells throughout the body.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[ui_gray_2]very potent stimulant\n %c[d_green] • %c[ui_gray_2]very potent dizziness removal\n %c[d_green] • %c[pda_white]first aid %c[pda_white]H%c[d_orange]••••••••••• %c[pda_white]T%c[d_orange]••••••••••• %c[pda_white]A%c[d_orange]••••• %c[pda_white]L%c[d_orange]•••••\n
st_af_tapeworm_name,Tapeworm
st_wpn_sig550,SIG SG 550
st_wpn_usp_custom,USP45
st_prt_o_retardant_1,Layered Fire Retardant Fabrics
st_tomato_descr,Canned, sliced and diced tomatoes often used for enhancing the flavor of basic meals. They bring a hint of freshness to the otherwise bland culinary options available.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Food\n
ammo-12x76-bull,12x76 Bull shells
st_wpn_glock,Glock 19
monolith_outfit_name,Monolith X-18 Suit
st_hide_pseudodog_name,Pseudodog Fur
#3,#3
st_wpn_ak74u_custom,AKS-74UN
mutant_krovosos_jaw,Bloodsucker Jaw
st_wpn_sr25,SR-25
ammo-9x18-pmm_descr,This round contains a bullet with enhanced stopping power thanks to its hollow point. Ineffective against body armour, but high damage against flesh.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]none (10) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]33
st_kukri,Kukri
mutant_pseudogigant_eye,Pseudogiant Eye
ui_inv_outfit_wound_protection,%c[0,255,255,255]Rupture Res:
st_af_blood_descr,A reddish formation of compressed fossilised plants, soil and animal debris. Can partially neutralise chemical poisons by absorbing them and reducing overall toxicity level in user's bloodstream. Quite widespread and not very effective as it makes chemical burns fester. It will catch fire when exposed to open flame or even spontaneously combust. \nAnother positive effect possessed by this artefact is that it accelerates clotting if worn close to the body. Although it is not recommended to keep this artefact in your possession for longer periods of time as blood clots can be hazardous to your health. \n\n%c[0,209,172,56] Does NOT degrade over time.\n
st_af_cell_name,Cell
st_cocaine_descr,Small aluminium case containing cocaine and the tools facilitating use. Cocaine is a powerful nervous system stimulant. Its effects can last from 15-30 minutes to an hour, depending on the route of administration. Cocaine increases alertness, induces feelings of well-being, competence and sexuality. Anxiety, paranoia and restlessness are common side effects. With excessive dosage, tremors, convulsions and increased body temperature are observed. Bandits are known for sniffing this drug right before launching an assault or ambush.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[ui_gray_2]very potent stimulant\n %c[d_green] • %c[ui_gray_2]very potent dizziness removal\n %c[d_green] • %c[pda_white]first aid %c[pda_white]H%c[d_orange]••• %c[pda_white]T%c[d_orange]•••\n
st_wpn_pb_descr,The PB (Pistolet Besshumnyj or Silent Pistol) was developed in 1967 for Spetsnaz units of the Soviet Army and KGB operatives. The pistol is based on a modified Makarov PM and features a unique integrated two-part suppressor that reduces bullet velocity to below subsonic levels.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Belgium\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]FN Herstal\n
stalker_proto_exo_outfit_name,"Sunrise" Exoskeleton
st_wpn_walther_custom,Walther P99
ui_inv_damage,%c[0,255,255,255]Damage:
st_sledge_hammer,Sledgehammer
st_barrel_11,9mm Barrel [AS/PP] (Barrel)
st_af_peas_name,Moon
st_hide_chimera_name,Chimera Hide
st_wpn_hk416,HK416
st_rank_ssu,SSU
st_wpn_raptr_descr,An automatic mag–fed shotgun born in and tailored to the specific needs of the Zone. Its high rate of fire, large magazine and unparalleled ergonomics have granted it the nickname "Bloodsucker Killer". It is considered as one of the finest 12x70mm weapons available in the Zone.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Ukraine\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Unknown\n
st_prt_o_retardant_9,Polymer Sheets (Mismuth-sulfate Coating)
st_af_ah_s1,Aroth-8
st_wpn_mp7,MP7
st_barrel_7,7.62mm Barrel [A|V] (Barrel)
cs_scientific_outfit_good_name,CS-4a Pathfinder
st_wpn_benelli_m1014,M1014
merc_wolven_outfit_name,Mercenary STS-W Body Armor
trenchcoat_dolg_brown_outfit_name,Heavy Duty Overcoat
st_marijuana,Marijuana
st_antirad,Anti-radiation Drugs
st_wpn_ak74u_n1,AKS-74U
st_wpn_vintorez_m2,VSS Vintorez "Venal"
st_kolbasa_descr,This sausage was originally intended to be a dietary supplement for people exhibiting signs of prolonged starvation. Because it was a mild-tasting, inexpensive and relatively healthy source of meat, Doctor's Sausage became very popular in the USSR. Its extended shelf life make it a practical choice for sustenance in the Zone.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Food\n
st_wpn_kiparis,OTs-02 Kiparis
st_meat_bloodsucker_descr,A small dense, iron-rich stew made from the sinewy flesh of a Bloodsucker, spiced with various herbs and mushrooms.\n \n %c[pda_white]NOTE: %c[ui_gray_2]The quality and healthiness of a meal is determined by how it is prepared.\n %c[d_orange] • %c[pda_white] Zone-produced meals%c[ui_gray_2], while less contaminated, are still unhealthy.\n %c[pda_yellow] • %c[pda_white] Stewed meals %c[ui_gray_2]require the addition of clean water and are significantly less contaminated.\n %c[d_green] • %c[pda_white] Purified meals %c[ui_gray_2]required the addition of vodka and are not only radiation-free but provide revitalizing effects.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] High-tier Cooked Meal\n
st_wpn_scar_new,FN SCAR-H
st_af_medallion_name,Medal
st_glucose,Large Glucose Shot
st_af_ice_name,Snowflake
novice_outfit_camo_name,Firearm Enthusiast's Jacket
st_flask,Flask (Clean Water)
stalker_drought_outfit_name,"Drought" Stalker Suit
st_wpn_bm16_descr,A break-action, double barrel shotgun intended for amateur hunting and general civilian use. The barrels and stock have been manually shortened to make the weapon lighter and more compact. Though quick to wield, its range and accuracy suffers but it is a devastating close range weapon, nonetheless.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Soviet Union\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Tula Arms Plant\n
ammo-5.45x39-fmj_descr,Military 5.45x39 calibre 7N6 was the first standard issue round for automatic rifles of Warsaw Pact countries using the new intermediate cartridge. Provides better accuracy than the 7.62 calibre round thanks to reduced recoil and a 100-metre increase in range.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR2 (27) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]38
st_af_blood_name,Stone Blood
mutant_psevdodog_meat,Pseudodog Meat
svoboda_light_proto_exo_outfit_name,Wind of Freedom Exoskeleton
ui_inv_outfit_strike_protection,%c[0,255,255,255]Impact Res:
st_wpn_sr1m_descr,A semi-automatic pistol designed as an analogue of the famous Italian Beretta for the Russian military. However, the constructors decided to make their upcoming creation more powerful and effective in close combat. The result surpassed their greatest expectations, as the newly arrived SR-1 Gyurza was immediately adopted by the Federal Protective Services.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]TsNIITochMash Institute\n
st_wpn_ak12_mono_kit,AK-12 "Monolith's Light"
BR6,BR6
st_wpn_scar_siber_m2,FN SCAR-H "Expert Operator"
helm_spartan,Cz-M10 Spartan Helmet
st_wpn_desert_eagle_nimble,Desert Eagle "Steppe Eagle"
st_af_tapeworm_descr,While its structure seems impossibly fragile, this artefact, made of pure quartz, is actually quite resilient. If its user is attacked, the artefact will temporarily paralyze the threat.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Perk Artefact\n \n
st_af_kislushka_name,Sourpuss
st_data_export_blast_power,st_data_export_blast_power
st_bolt_10,Rotating Locking Head [8 Locks] [À] (Bolt)
st_bolt_2,Rotating Locking Head [2 Locks] [P] (Bolt)
mutant_burer_hand,Burer Hand
st_data_export_disassemble_amount,Amount
st_upgr_w_internal,Weapon Mechanism Upgrade Kit
st_af_ah_e1,Souvenir
st_wpn_ak5c_bas_5c_tik_descr,A version of the FN FNC assault rifle made for the Swedish Armed Forces and modified to adapt to the partially subarctic Swedish climate. The AK 5C is the modernized version of the original AK 5 with improvements including a new rail system, iron sights and bolt catch. This model has been extensively modified.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Sweden\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Carl Gustafs Stads Gevarsfaktori\n
st_data_export_stash_chance,Chance %
st_recipe_drug_4,Drug Recipe #4
st_prop_scope_5x,x5 optical scope
st_wpn_pl15,Lebedev PL-15
st_wpn_scar_siber_black_descr,In early 2004, USSOCOM issued a design request for a family of assault rifles using two different calibers while keeping the parts and ergonomics nearly-identical; hence the Special Operations Forces Combat Assault Rifle "SCAR" was born into service. Firing the long-range, hard-hitting 7.62x51mm NATO cartridge, the selective-fire FN SCAR-H's innovative gas-operated, short-stroke piston system reduces fouling for greater reliability.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Belgium\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]FN Herstal, FN America\n
st_prt_w_p_trigger_2,Double-action Trigger Mechanism (Trigger)
st_wpn_ksg,KSG-23
st_bolt_carrier_5,Half-free Sliding Bolt Carrier (Carrier)
st_wpn_mp153_m1,MP-153 "Carabineer"
st_wpn_svds,SVDS
ui_inv_outfit_explosion_protection,%c[0,255,255,255]Explosive Res:
gamma_wound_cap,Rupture Cap
st_wpn_val_modern_descr,Engineered for Soviet special operations units, the AS Val is a gas operated, integrally suppressed weapon that was set to supersede the AK-47 and AKM rifles. It is easily disassembled and concealed, lightweight and comfortable to fire with the suppressor reducing bullet velocity to below subsonic levels. Today, the AS VAL sees widespread use among Russian special forces.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Soviet Union\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Tula Arms Plant\n
mutant_krovosos_meat_description,Flesh cut from a slain Bloodsucker, its rubbery, stringy texture making it unappealing and thus not suited for eating. Note that consuming uncooked mutant meat always carries the risk of contamination or radiation exposure.\n \n %c[ui_red]WARNING: Raw Meat\n \n %c[d_cyan] • %c[pda_white] High-tier Mutant Meat\n %c[d_cyan] • %c[pda_white] Cookable\n
st_wpn_fort12_descr,A semi-automatic pistol designed for military and law enforcement, known for its durability, reliability, and ease of handling. Its ergonomic grip and simple operation make it a practical choice for both professional and civilian users. Widely adopted due to its balance of accuracy and affordability, it remains a staple sidearm in security forces.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Origin: %c[ui_gray_2]Ukraine\n %c[d_cyan] • %c[pda_white] Manufacturer: %c[ui_gray_2]RPC Fort\n
st_beer_descr,Ukrainian beer encompasses a variety of brews crafted in Ukraine, reflecting the country's rich brewing heritage. These beers range from light lagers to robust ales and are a very popular beverage in the Zone, besides vodka.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Drink\n %c[d_cyan] • %c[pda_white] Alcohol\n
st_heavy_sewing_thread,Field Armor Toolkit
st_wpn_ak12_m1,AK-12
st_af_ring_descr,A very small artefact of electric nature. Difficult to spot. Consists of two ring-shaped materials of organic nature, hence the given name. When the Ring spins, it never stops spinning, defying the first law of thermodynamics. Scientists suggest that this artefact inherits gravitational properties from Vortex anomalies. \nThe outer ring has a high-conductivity. It absorbs electrical current from relative sources then ground it in the inner ring. Despite the basic function, the mechanism behind the disappearance of electrical power inside the second ring is still unknown. \nOn the other side, the Ring is flammable. Prolonged exposure may enhance its flammability and cause it to ignite. \n\n%c[0,209,172,56] Does NOT degrade over time.\n
scientific_outfit_name,SEVA Bodysuit
st_af_baloon_descr,A compound of several hollow organic formations, this artefact emits a gaseous substance that can neutralise chemical or toxic particles inside the body without harming it. Thus providing a a great level of toxic and chemical protection. \nIt also has a constant temperature regardless of its surroundings. This allows it to absorb heat from its vicinity and to create a little pocket around the user which prevents the flames from damaging the body. \nApart from that Bubble, however, possesses numerous negative properties. For example, it greatly amplifies the effects of psy-waves as well as fields produced by mutants and anomalies. This disadvantage is not to be taken lightly: some stalkers have reported that psy influence was so potent when in possession of a Bubble that they felt their heads cracking from the inside and the only thing they could do was scream in pain and run as far as they could. \n\n%c[0,209,172,56] Does NOT degrade over time.\n
st_af_night_star_descr,This glowing artefact can generate a local directed low-gravity field. Widely used by stalkers along with Gravi, a similar artefact, to increase maximum load. \nDue to its beautiful inner core it is highly sought after by jewellers all over the world, however it is best to proceed with caution as unskilled treatment can cause the artefact to explode with power sufficient to level a small building. It is thus highly advised to perform the polishing by means of specialised machinery, which minimises the probability of explosion. Moreover, only the outer core of the artefact emits radiation. \nNightstar will also absorb toxic and chemical agents from the environment, which makes it a valuable artefact for artefact hunters, although the amount of toxicity absorbed is negligible. It is, however, relatively cheap and even stalkers with pretty tight budgets can afford it if opportunity to buy it arises. \nThat being said, Nightstar emits odour of burning flesh when in the closest proximity of heat source. Prolonged exposure may enhance its flammability and cause it to ignite. \n\n%c[0,209,172,56] Does NOT degrade over time.\n
st_gas_tube_11,Gas Tube [PP] (Gas Tube)
st_trigger_components_1,Single-mode Hammer Type Trigger (Trigger)
st_wpn_vepr12_descr,Conceived for the Russian military and law enforcement market, with civilian applications ranging from hunting to self-defense and competition, the Vepr-12 is a multi-purpose, semi-automatic shotgun patterned after Kalashnikov rifles and built on the heavy RPK light machine gun receiver. With its fixed open port gas system, the Vepr-12 can effectively cycle a multitude of 12-gauge loads, making it a highly versatile semi-automatic shotgun.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Molot Oruzhie Ltd.\n
st_af_cocoon_name,Cocoon
st_data_export_heavy_attack_power,Heavy Attack Power
st_wpn_ithacam37_extmag_descr,One of most recognized pump-action shotguns of the United States owning the longest production run for a pump-action shotgun in history, the Ithaca M37 was designed for police, military and general civilian use. It utilizes a novel combination ejection and loading port on the bottom of the weapon, leaving the sides closed to the elements. The "Defense" model includes room for 7-rounds and uses polymer instead of wood, with a stainless-steel finish to reduce weight and improve reliability.\n \n %c[pda_white]CHARACTERISTICS:\n %c[d_cyan] • %c[pda_white] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[pda_white] Manufacturer: %c[ui_gray_2]Ithaca Gun Company\n
dolg_pantsir_outfit_name,PSZ-7p Shell Armor
ammo-12x76-dart_descr,12 gauge dart round, normally used for hunting big game but also suitable for other purposes, including puncturing armour.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR4 (42) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]74
st_wpn_saiga12s_m1_descr,Saiga-12 shotgun issued to research personnel in the Zone. Purchased by the Ecologists to ensure their safety, it is used primarily for defending against aggressive mutants during field expeditions. The robust build and reliable firepower make it a practical choice for scientists venturing into dangerous areas.\n \n%c[0,255,255,255]PROPERTIES:\n%c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Russia\n%c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Izhmash\n
st_wpn_m4a1,M4A1
ui_inv_outfit_chemical_burn_protection,%c[0,255,255,255]Chemical Res:
st_wpn_toz34_mark4_23,TOZ-34 "Chimera Hunter"
st_wpn_l85a2_alt,L85A2
st_af_itcher_name,Itcher
